"player","nation","pos","league","team","age","matches_played","matches_started","mins_played","played_90s","goals","assists","np_goals","pens_scored","pens_taken","yellows","reds","xG","npxG","xAG","prog_carries","prog_passes"
"Nicolas Cozza","FRA","DF,MF","Ligue 1","Nantes","25","27","23","2,051",22.8,"1","0","1","0","0","3","1","1.4","1.4","1.4","25","64"
"Charlie Cresswell","ENG","DF","Ligue 1","Toulouse","21","31","29","2,592",28.8,"3","1","3","0","0","5","0","3.3","3.3","1.7","8","69"
"Kévin Danois","FRA","MF","Ligue 1","Auxerre","20","22","16","1,460",16.2,"0","0","0","0","0","1","0","1.5","1.5","2.2","19","95"
"Kevin Danso","AUT","DF","Ligue 1","Lens","25","12","12","1,080",12,"0","0","0","0","0","3","0","0.5","0.5","1.0","9","52"
"Dante","BRA","DF","Ligue 1","Nice","40","25","21","1,964",21.8,"0","0","0","0","0","5","1","0.5","0.5","0.2","18","96"
"Jonathan David","CAN","FW","Ligue 1","Lille","24","32","28","2,554",28.4,"16","5","10","6","7","4","0","16.2","10.7","4.4","40","65"
"Zuriko Davitashvili","GEO","FW,MF","Ligue 1","Saint-Étienne","23","33","32","2,778",30.9,"9","8","7","2","2","3","0","8.1","6.6","4.7","95","73"
"Romain Del Castillo","FRA","FW","Ligue 1","Brest","28","26","14","1,259",14,"6","4","3","3","4","0","0","4.7","1.5","3.4","29","61"
"Andy Delort","ALG","FW","Ligue 1","Montpellier","32","9","8","607",6.7,"0","0","0","0","0","1","0","1.3","1.3","0.9","4","6"
"Ousmane Dembélé","FRA","FW","Ligue 1","Paris S-G","27","29","20","1,730",19.2,"21","6","20","1","1","1","0","16.6","15.8","8.2","127","137"
"Arthur Desmas","FRA","GK","Ligue 1","Le Havre","30","18","18","1,620",18,"0","0","0","0","0","2","0","0.0","0.0","0.0","0","0"
"Mamadou Diakhon","FRA","FW,MF","Ligue 1","Reims","18","28","5","858",9.5,"2","1","2","0","0","2","0","1.0","1.0","1.1","61","17"
"Bafodé Diakité","FRA","DF","Ligue 1","Lille","23","31","31","2,766",30.7,"4","1","4","0","0","8","1","2.3","2.3","0.2","15","90"
"Oumar Diakité","CIV","FW","Ligue 1","Reims","20","26","20","1,628",18.1,"4","1","4","0","1","6","0","5.5","4.7","1.1","24","44"
"Habib Diarra","SEN","MF,FW","Ligue 1","Strasbourg","20","30","27","2,352",26.1,"4","5","2","2","2","6","0","3.3","1.8","4.5","61","116"
"Krépin Diatta","SEN","DF,FW","Ligue 1","Monaco","25","19","3","508",5.6,"0","0","0","0","0","3","0","0.2","0.2","0.8","17","21"
"Mahamadou Diawara","FRA","MF","Ligue 1","Le Havre","19","15","6","582",6.5,"0","1","0","0","0","0","0","0.4","0.4","0.4","9","16"
"Bamba Dieng","SEN","FW","Ligue 1","Angers","24","18","5","532",5.9,"3","0","2","1","1","1","0","3.1","2.3","0.0","6","7"
"Sinaly Diomande","CIV","DF","Ligue 1","Auxerre","23","23","22","1,945",21.6,"3","2","3","0","0","6","0","1.1","1.1","0.6","8","72"
"Sofiane Diop","FRA","MF,FW","Ligue 1","Nice","24","28","8","1,064",11.8,"6","4","6","0","0","3","0","6.0","6.0","2.9","26","64"
"Andy Diouf","FRA","MF","Ligue 1","Lens","21","34","27","2,225",24.7,"1","2","1","0","0","2","0","2.9","2.9","2.8","82","116"
"Yehvann Diouf","SEN","GK","Ligue 1","Reims","24","34","34","3,060",34,"0","0","0","0","0","1","0","0.1","0.1","0.0","0","1"
"Assane Dioussé","SEN","MF","Ligue 1","Auxerre","26","17","7","663",7.4,"0","0","0","0","0","1","0","0.1","0.1","0.2","1","33"
"Gianluigi Donnarumma","ITA","GK","Ligue 1","Paris S-G","25","24","24","2,091",23.2,"0","0","0","0","0","2","0","0.0","0.0","0.0","0","0"
"Désiré Doué","FRA","FW,MF","Ligue 1","Paris S-G","19","31","18","1,730",19.2,"6","6","6","0","0","1","0","5.1","5.1","7.8","97","139"
"Guela Doué","CIV","DF","Ligue 1","Strasbourg","21","32","30","2,717",30.2,"1","2","1","0","0","7","0","0.8","0.8","0.7","51","173"
"Douglas","BRA","MF","Ligue 1","Nantes","27","28","28","2,307",25.6,"4","2","4","0","0","8","0","3.4","3.4","1.5","14","125"
"Ismaël Doukouré","FRA","DF,MF","Ligue 1","Strasbourg","21","31","31","2,639",29.3,"1","1","1","0","0","7","0","0.6","0.6","1.1","20","116"
"Kamory Doumbia","MLI","MF,FW","Ligue 1","Brest","21","30","13","1,322",14.7,"3","2","3","0","0","1","0","2.7","2.7","1.2","17","72"
"Jean-Kevin Duverne","HAI","DF","Ligue 1","Nantes","27","9","7","537",6,"0","0","0","0","0","2","0","0.3","0.3","0.1","6","22"
"Aron Dønnum","NOR","DF,MF","Ligue 1","Toulouse","26","32","31","2,689",29.9,"2","2","2","0","0","6","0","2.1","2.1","4.6","94","126"
"Jacques Ekomie","GAB","DF,FW","Ligue 1","Angers","20","18","7","697",7.7,"0","0","0","0","0","1","0","0.0","0.0","0.0","13","20"
"Pierre Ekwah Elimby","FRA","MF","Ligue 1","Saint-Étienne","22","29","29","2,575",28.6,"1","0","1","0","0","3","0","0.7","0.7","1.0","20","146"
"Breel Embolo","SUI","FW,MF","Ligue 1","Monaco","27","29","19","1,841",20.5,"6","4","6","0","0","5","0","10.8","10.8","5.6","22","55"
"Emanuel Emegha","NED","FW","Ligue 1","Strasbourg","21","27","27","2,293",25.5,"14","3","14","0","0","5","0","17.0","17.0","2.4","37","14"
"Romain Faivre","FRA","MF,FW","Ligue 1","Brest","26","20","10","899",10,"3","2","2","1","1","2","0","2.6","1.8","1.9","24","44"
"Khalil Fayad","FRA","MF,FW","Ligue 1","Montpellier","20","20","10","1,028",11.4,"0","0","0","0","0","5","0","1.3","1.3","0.3","25","50"
"Zinedine Ferhat","ALG","FW,MF","Ligue 1","Angers","31","24","8","849",9.4,"2","0","2","0","0","1","0","1.4","1.4","2.4","16","40"
"Edimilson Fernandes","SUI","MF,DF","Ligue 1","Brest","28","19","12","1,105",12.3,"0","1","0","0","0","1","0","0.4","0.4","0.6","7","40"
"Matias Fernandez-Pardo","BEL","FW,MF","Ligue 1","Lille","19","22","12","1,065",11.8,"4","2","4","0","0","4","0","2.9","2.9","2.8","46","26"
"Jordan Ferri","FRA","MF","Ligue 1","Montpellier","32","25","21","1,773",19.7,"0","2","0","0","0","6","1","0.4","0.4","0.9","19","137"
"Malick Fofana","BEL","FW","Ligue 1","Lyon","19","29","16","1,589",17.7,"5","4","5","0","0","2","0","3.8","3.8","3.7","112","45"
"Seko Fofana","CIV","MF","Ligue 1","Rennes","29","16","9","844",9.4,"1","1","1","0","0","3","0","1.8","1.8","1.2","32","72"
"Yahia Fofana","CIV","GK","Ligue 1","Angers","23","33","33","2,970",33,"0","0","0","0","0","4","0","0.0","0.0","0.1","0","0"
"Przemysław Frankowski","POL","DF","Ligue 1","Lens","29","18","16","1,387",15.4,"4","2","2","2","2","3","0","2.3","0.7","2.5","33","117"
"Angelo Fulgini","FRA","MF,FW","Ligue 1","Lens","27","23","11","1,045",11.6,"1","1","1","0","0","3","0","2.4","2.4","3.8","29","69"
"Ulisses Garcia","SUI","DF","Ligue 1","Marseille","28","20","10","930",10.3,"2","2","2","0","0","2","0","1.5","1.5","1.4","23","53"
"Mory Gbane","CIV","DF,MF","Ligue 1","Reims","23","13","13","1,125",12.5,"0","1","0","0","0","2","0","0.2","0.2","0.6","3","35"
"Yann Gboho","FRA","MF,FW","Ligue 1","Toulouse","23","31","27","2,333",25.9,"5","4","5","0","0","2","0","5.4","5.4","3.5","116","103"
"Aleksandr Golovin","RUS","MF,FW","Ligue 1","Monaco","28","19","13","1,153",12.8,"3","0","3","0","0","1","0","2.3","2.3","2.4","39","112"
"André Gomes","POR","MF","Ligue 1","Lille","31","20","16","1,276",14.2,"0","0","0","0","0","3","0","0.5","0.5","0.7","18","101"
"Angel Gomes","ENG","MF","Ligue 1","Lille","23","14","10","736",8.2,"1","1","1","0","1","1","0","1.7","0.9","2.1","15","49"
"Mathieu Gorgelin","FRA","GK","Ligue 1","Le Havre","33","16","16","1,440",16,"0","0","0","0","0","2","0","0.0","0.0","0.0","0","0"
"Amine Gouiri","ALG","FW,MF","Ligue 1","Marseille","24","14","12","1,048",11.6,"10","3","10","0","0","0","0","8.4","8.4","3.6","17","20"
"Amine Gouiri","ALG","MF,FW","Ligue 1","Rennes","24","19","11","1,037",11.5,"3","2","3","0","0","2","0","3.5","3.5","0.4","22","46"
"Jonathan Gradit","FRA","DF","Ligue 1","Lens","31","25","24","2,112",23.5,"0","0","0","0","0","4","0","0.8","0.8","0.7","18","127"
"Mason Greenwood","ENG","FW,MF","Ligue 1","Marseille","22","34","32","2,804",31.2,"21","5","14","7","9","3","0","16.3","9.1","5.7","126","157"
"Albert Grønbaek","DEN","MF,FW","Ligue 1","Rennes","23","16","9","813",9,"2","1","2","0","0","1","0","1.5","1.5","1.0","23","30"
"Gabriel Gudmundsson","SWE","DF","Ligue 1","Lille","25","30","20","1,785",19.8,"2","0","2","0","0","3","0","0.7","0.7","1.4","71","91"
"Evann Guessand","CIV","FW,MF","Ligue 1","Nice","23","33","30","2,565",28.5,"12","8","12","0","0","2","0","9.2","9.2","5.4","87","79"
"Massadio Haïdara","MLI","DF","Ligue 1","Brest","31","22","20","1,678",18.6,"0","0","0","0","0","3","2","0.3","0.3","0.5","44","77"
"Achraf Hakimi","MAR","DF","Ligue 1","Paris S-G","25","25","24","2,066",23,"4","6","4","0","0","4","0","2.9","2.9","6.2","93","183"
"Florent Hanin","ALG","DF","Ligue 1","Angers","34","33","31","2,672",29.7,"1","2","1","0","0","2","0","0.9","0.9","1.9","48","99"
"Amine Harit","MAR","MF","Ligue 1","Marseille","27","13","8","519",5.8,"2","4","2","0","0","1","1","0.8","0.8","2.4","13","35"
"Hans Hateboer","NED","DF","Ligue 1","Rennes","30","26","18","1,684",18.7,"0","0","0","0","0","3","0","0.4","0.4","1.5","28","92"
"Kjetil Haug","NOR","GK","Ligue 1","Toulouse","26","6","5","498",5.5,"0","0","0","0","0","0","0","0.0","0.0","0.0","0","0"
"Luis Henrique","BRA","DF,FW","Ligue 1","Marseille","22","33","29","2,613",29,"7","7","7","0","0","0","0","4.2","4.2","4.2","84","143"
"Lucas Hernández","FRA","DF","Ligue 1","Paris S-G","28","16","10","877",9.7,"0","0","0","0","0","2","0","0.0","0.0","0.1","6","50"
"Ki-Jana Hoever","NED","DF","Ligue 1","Auxerre","22","30","26","2,124",23.6,"1","2","1","0","0","4","1","0.5","0.5","2.7","59","79"
"Pierre Højbjerg","DEN","MF","Ligue 1","Marseille","28","30","30","2,664",29.6,"2","4","2","0","0","5","0","3.3","3.3","3.9","36","263"
"George Ilenikhena","NGA","FW","Ligue 1","Monaco","17","23","6","717",8,"3","2","3","0","0","0","0","5.1","5.1","1.4","8","10"
"Ismaily","BRA","DF","Ligue 1","Lille","34","16","10","904",10,"0","1","0","0","0","4","0","0.7","0.7","1.0","15","54"
"Junya Ito","JPN","FW,MF","Ligue 1","Reims","31","33","31","2,690",29.9,"4","3","4","0","0","1","0","4.6","4.6","7.1","100","133"
"Jérémy Jacquet","FRA","DF","Ligue 1","Rennes","19","11","11","927",10.3,"0","1","0","0","0","0","0","0.8","0.8","0.8","8","40"
"Jordan James","WAL","MF","Ligue 1","Rennes","20","23","14","1,178",13.1,"0","1","0","0","0","4","0","0.9","0.9","1.9","21","67"
"John Joe","IRL","MF","Ligue 1","Reims","20","13","5","545",6.1,"0","0","0","0","0","0","0","0.2","0.2","0.0","6","14"
"Paul Joly","FRA","DF","Ligue 1","Auxerre","24","26","10","1,009",11.2,"0","1","0","0","0","3","1","0.6","0.6","1.3","28","51"
"Antoine Joujou","FRA","MF,FW","Ligue 1","Le Havre","21","26","9","943",10.5,"0","2","0","0","0","1","0","0.6","0.6","3.0","44","18"
"Jubal","BRA","DF","Ligue 1","Auxerre","30","30","30","2,640",29.3,"6","0","3","3","4","7","0","5.2","2.0","0.9","1","33"
"Hamed Junior Traorè","CIV","MF","Ligue 1","Auxerre","24","26","26","2,093",23.3,"10","2","10","0","0","5","0","7.9","7.9","2.7","66","99"
"Yaya Kader Fofana","MLI","MF,FW","Ligue 1","Reims","20","12","8","634",7,"1","1","1","0","0","4","0","0.6","0.6","1.7","19","22"
"Tino Kadewere","ZIM","MF,FW","Ligue 1","Nantes","28","12","6","512",5.7,"1","2","1","0","0","1","0","1.7","1.7","1.0","5","19"
"Arnaud Kalimuendo","FRA","FW,MF","Ligue 1","Rennes","22","33","31","2,578",28.6,"17","3","12","5","8","2","0","14.9","8.9","2.0","50","72"
"Warren Kamanzi","NOR","DF,MF","Ligue 1","Toulouse","23","24","11","1,022",11.4,"1","1","1","0","0","3","0","1.3","1.3","1.0","29","33"
"Glen Kamara","FIN","MF","Ligue 1","Rennes","28","13","8","662",7.4,"0","1","0","0","0","0","0","0.2","0.2","0.2","5","34"
"Lee Kang-in","KOR","FW,MF","Ligue 1","Paris S-G","23","30","19","1,663",18.5,"6","6","6","0","0","1","0","3.5","3.5","5.6","50","143"
"Yassine Kechta","MAR","MF,FW","Ligue 1","Le Havre","22","31","25","2,096",23.3,"2","0","2","0","0","4","0","2.5","2.5","1.2","44","97"
"Thilo Kehrer","GER","DF","Ligue 1","Monaco","27","27","27","2,383",26.5,"4","0","4","0","0","1","0","1.5","1.5","0.3","16","139"
"Wahbi Khazri","TUN","FW,MF","Ligue 1","Montpellier","33","30","10","1,118",12.4,"1","1","1","0","0","4","0","2.3","2.3","2.2","24","33"
"Abdukodir Khusanov","UZB","DF","Ligue 1","Lens","20","13","11","975",10.8,"0","0","0","0","0","2","1","0.2","0.2","0.3","2","43"
"Joshua King","NOR","FW,MF","Ligue 1","Toulouse","32","28","21","1,673",18.6,"6","3","6","0","0","2","0","6.6","6.6","2.0","39","29"
"Cédric Kipré","CIV","DF","Ligue 1","Reims","27","28","26","2,190",24.3,"0","1","0","0","0","4","2","0.6","0.6","1.3","16","77"
"Hervé Koffi","BFA","GK","Ligue 1","Lens","27","5","5","450",5,"0","0","0","0","0","2","0","0.0","0.0","0.0","0","0"
"Philipp Köhn","SUI","GK","Ligue 1","Monaco","26","19","19","1,710",19,"0","0","0","0","0","1","0","0.0","0.0","0.0","0","0"
"Koka","EGY","FW","Ligue 1","Le Havre","31","16","10","851",9.5,"3","1","2","1","1","2","0","4.9","4.2","0.6","0","12"
"Geoffrey Kondogbia","CTA","DF,MF","Ligue 1","Marseille","31","25","22","2,020",22.4,"0","0","0","0","0","1","0","0.5","0.5","0.2","20","105"
"Amadou Koné","MLI","MF","Ligue 1","Reims","19","24","17","1,293",14.4,"0","0","0","0","0","3","1","0.5","0.5","0.3","19","68"
"Ismaël Koné","CAN","MF","Ligue 1","Rennes","22","13","4","469",5.2,"2","1","2","0","0","1","0","0.2","0.2","1.3","16","30"
"Boubakar Kouyaté","MLI","DF","Ligue 1","Montpellier","27","11","8","756",8.4,"0","0","0","0","0","6","1","0.5","0.5","0.0","3","12"
"Goduine Koyalipou","CTA","FW","Ligue 1","Lens","24","15","12","885",9.8,"4","0","4","0","0","0","0","4.8","4.8","0.8","15","20"
"Sael Kumbedi","FRA","DF","Ligue 1","Lyon","19","14","12","951",10.6,"0","0","0","0","0","2","0","0.3","0.3","0.3","23","37"
"Daler Kuzyaev","RUS","MF","Ligue 1","Le Havre","31","12","6","567",6.3,"1","0","1","0","0","1","0","0.2","0.2","0.6","4","32"
"Khvicha Kvaratskhelia","GEO","FW","Ligue 1","Paris S-G","23","14","11","916",10.2,"4","3","4","0","0","0","0","3.3","3.3","4.9","50","43"
"Rémy Labeau Lascary","GLP","FW,MF","Ligue 1","Lens","21","14","6","637",7.1,"2","1","2","0","0","5","0","2.5","2.5","1.1","17","7"
"Gaëtan Laborde","FRA","FW","Ligue 1","Nice","30","28","20","1,829",20.3,"11","4","7","4","4","1","0","11.7","8.6","3.5","30","40"
"Alexandre Lacazette","FRA","FW","Ligue 1","Lyon","33","30","24","2,051",22.8,"15","2","10","5","6","5","0","16.3","11.7","3.4","24","66"
"Alban Lafont","FRA","GK","Ligue 1","Nantes","25","12","12","1,080",12,"0","0","0","0","0","1","0","0.0","0.0","0.0","0","0"
"Kenny Lala","MAD","DF","Ligue 1","Brest","32","30","29","2,686",29.8,"3","2","0","3","3","5","0","3.0","0.6","4.3","58","138"
"Gautier Larsonneur","FRA","GK","Ligue 1","Saint-Étienne","27","34","34","3,060",34,"0","0","0","0","0","5","0","0.0","0.0","0.0","0","0"
"Julien Le Cardinal","FRA","DF","Ligue 1","Brest","26","16","15","1,378",15.3,"0","1","0","0","0","3","0","0.4","0.4","0.3","7","39"
"Benjamin Lecomte","FRA","GK","Ligue 1","Montpellier","33","30","30","2,700",30,"0","0","0","0","0","0","0","0.0","0.0","0.1","0","1"
"Pierre Lees-Melou","FRA","MF","Ligue 1","Brest","31","20","17","1,526",17,"2","2","2","0","0","7","0","1.3","1.3","2.8","23","105"
"Jordan Lefort","FRA","DF","Ligue 1","Angers","30","34","34","3,060",34,"0","1","0","0","0","3","0","0.6","0.6","1.1","6","89"
"Félix Lemaréchal","FRA","MF,FW","Ligue 1","Strasbourg","20","27","20","1,779",19.8,"4","3","4","0","0","2","0","3.5","3.5","2.9","35","58"
"Donovan Léon","GUF","GK","Ligue 1","Auxerre","31","32","32","2,880",32,"0","2","0","0","0","4","0","0.0","0.0","0.4","0","1"
"Esteban Lepaul","FRA","FW","Ligue 1","Angers","24","28","18","1,629",18.1,"9","0","9","0","0","2","0","5.1","5.1","0.8","26","20"
"Johann Lepenant","FRA","MF","Ligue 1","Nantes","21","29","23","2,048",22.8,"2","1","2","0","0","3","0","1.4","1.4","0.9","25","89"
"Louis Leroux","FRA","MF,DF","Ligue 1","Nantes","18","16","8","816",9.1,"2","1","2","0","0","1","0","1.5","1.5","1.3","11","31"
"Pol Lirola","ESP","DF","Ligue 1","Marseille","26","19","5","680",7.6,"1","2","1","0","0","1","1","0.6","0.6","0.7","12","21"
"Gautier Lloris","FRA","DF","Ligue 1","Le Havre","29","31","31","2,768",30.8,"2","1","2","0","0","5","0","1.2","1.2","0.9","13","99"
"Anthony Lopes","POR","GK","Ligue 1","Nantes","33","18","18","1,563",17.4,"0","0","0","0","0","2","0","0.0","0.0","0.0","0","0"
"Tom Louchet","FRA","DF,MF","Ligue 1","Nice","21","22","7","775",8.6,"1","0","1","0","0","1","0","0.8","0.8","1.2","19","36"
"Deiver Machado","COL","DF,MF","Ligue 1","Lens","30","27","20","1,805",20.1,"1","4","1","0","0","7","2","2.3","2.3","2.1","42","45"
"Yvann Macon","FRA","DF","Ligue 1","Saint-Étienne","25","12","10","790",8.8,"0","0","0","0","0","4","0","0.3","0.3","0.2","25","46"
"Soungoutou Magassa","FRA","MF","Ligue 1","Monaco","20","21","12","1,025",11.4,"0","1","0","0","0","5","1","0.5","0.5","0.9","6","63"
"Hugo Magnetti","FRA","MF","Ligue 1","Brest","26","32","27","2,323",25.8,"1","0","1","0","0","5","0","0.8","0.8","0.4","21","80"
"Frank Magri","CMR","FW,MF","Ligue 1","Toulouse","24","31","17","1,516",16.8,"5","1","5","0","0","5","1","6.0","6.0","1.5","17","25"
"Ainsley Maitland-Niles","ENG","DF","Ligue 1","Lyon","26","32","20","1,985",22.1,"1","4","1","0","0","1","0","2.9","2.9","3.4","33","102"
"Radosław Majecki","POL","GK","Ligue 1","Monaco","24","15","15","1,350",15,"0","0","0","0","0","1","0","0.0","0.0","0.0","0","1"
"Nikola Maksimović","SRB","DF","Ligue 1","Montpellier","32","7","7","581",6.5,"0","0","0","0","0","2","0","0.0","0.0","0.0","1","11"
"Steve Mandanda","FRA","GK","Ligue 1","Rennes","39","18","17","1,486",16.5,"0","0","0","0","0","0","0","0.0","0.0","0.1","0","0"
"Aïssa Mandi","ALG","DF","Ligue 1","Lille","32","24","20","1,733",19.3,"0","0","0","0","0","3","0","0.3","0.3","0.4","12","82"
"Sekou Mara","FRA","FW,MF","Ligue 1","Strasbourg","22","25","7","768",8.5,"1","1","1","0","0","2","0","2.0","2.0","1.0","9","11"
"Marquinhos","BRA","DF","Ligue 1","Paris S-G","30","22","19","1,725",19.2,"2","0","2","0","0","3","0","1.1","1.1","0.8","29","151"
"Jonas Martin","FRA","MF","Ligue 1","Brest","34","17","5","496",5.5,"1","0","1","0","0","2","0","0.4","0.4","0.3","8","21"
"Han-Noah Massengo","FRA","MF","Ligue 1","Auxerre","23","17","11","1,046",11.6,"0","0","0","0","0","5","0","0.4","0.4","0.4","13","28"
"Clinton Mata","ANG","DF","Ligue 1","Lyon","31","29","27","2,370",26.3,"0","4","0","0","0","6","0","0.2","0.2","1.4","20","88"
"Nemanja Matić","SRB","MF","Ligue 1","Lyon","35","29","25","2,010",22.3,"0","1","0","0","0","1","0","0.1","0.1","1.3","35","150"
"Azor Matusiwa","NED","MF","Ligue 1","Rennes","26","29","23","2,078",23.1,"1","3","1","0","0","3","0","1.2","1.2","1.8","19","134"
"Neal Maupay","FRA","FW","Ligue 1","Marseille","27","22","13","1,042",11.6,"4","4","4","0","0","3","1","4.1","4.1","2.2","12","37"
"Christian Mawissa","FRA","DF","Ligue 1","Monaco","19","22","17","1,501",16.7,"0","0","0","0","0","3","0","0.1","0.1","0.0","13","44"
"Senny Mayulu","FRA","MF","Ligue 1","Paris S-G","18","20","8","808",9,"2","2","2","0","0","1","0","2.9","2.9","2.1","29","46"
"Mark McKenzie","USA","DF","Ligue 1","Toulouse","25","30","29","2,496",27.7,"1","1","1","0","0","1","1","1.4","1.4","0.5","10","97"
"Facundo Medina","ARG","DF","Ligue 1","Lens","25","29","29","2,543",28.3,"0","1","0","0","0","15","1","1.8","1.8","2.0","46","174"
"Bamo Meïté","CIV","DF","Ligue 1","Montpellier","22","7","6","424",4.7,"0","0","0","0","0","2","1","0.0","0.0","0.0","1","7"
"Mohamed Meité","FRA","FW","Ligue 1","Rennes","16","12","5","544",6,"2","0","2","0","0","0","0","2.5","2.5","0.6","8","6"
"Farid El Melali","ALG","FW","Ligue 1","Angers","27","32","22","1,893",21,"2","3","2","0","0","1","0","3.6","3.6","3.1","62","43"
"Nuno Mendes","POR","DF","Ligue 1","Paris S-G","22","24","19","1,676",18.6,"1","3","1","0","0","3","0","2.2","2.2","5.0","58","127"
"Antoine Mendy","SEN","DF","Ligue 1","Nice","20","18","8","825",9.2,"0","0","0","0","0","2","0","0.6","0.6","0.1","12","35"
"Nampalys Mendy","SEN","MF","Ligue 1","Lens","32","10","7","588",6.5,"0","1","0","0","0","2","0","0.2","0.2","0.1","2","28"
"Gideon Mensah","GHA","DF","Ligue 1","Auxerre","26","29","26","2,280",25.3,"0","1","0","0","0","2","0","0.2","0.2","2.6","52","93"
"Quentin Merlin","FRA","DF","Ligue 1","Marseille","22","27","21","1,589",17.7,"1","3","1","0","0","1","0","2.1","2.1","3.0","40","86"
"Rafik Messali","FRA","DF","Ligue 1","Toulouse","21","13","5","456",5.1,"0","1","0","0","0","0","0","0.3","0.3","1.0","13","21"
"Thomas Meunier","BEL","DF","Ligue 1","Lille","32","30","21","1,928",21.4,"2","0","2","0","0","5","0","1.9","1.9","0.7","64","136"
"Georges Mikautadze","GEO","FW","Ligue 1","Lyon","23","34","13","1,449",16.1,"11","6","8","3","4","2","0","10.3","7.0","4.3","37","54"
"Takumi Minamino","JPN","MF,FW","Ligue 1","Monaco","29","31","27","2,231",24.8,"6","3","6","0","0","4","0","8.9","8.9","6.6","51","114"
"Lucas Mincarelli","FRA","DF","Ligue 1","Montpellier","20","10","8","715",7.9,"1","0","1","0","0","0","0","0.6","0.6","0.3","15","25"
"Mostafa Mohamed","EGY","FW","Ligue 1","Nantes","26","30","11","1,252",13.9,"5","0","5","0","0","3","0","5.5","5.5","0.4","11","20"
