"player","nation","pos","team","played_90s","touches","touches_def_pen","touches_def_3rd","touches_mid_3rd","touches_att_3rd","touches_att_pen","take_ons_att","take_ons_succ","take_ons_tackled","carries","carry_dist","prog_carry_dist","prog_carries","carries_final_3rd","carries_att_pen","miscontrols","dispossessed","passes_rec","prog_passes_rec"
"Samuel Chukwueze","NGA","FW,MF","Milan","10.3","556","8","62","195","307","54","47","26","20","369","2763","1494","48","37","20","23","11","406","116"
"Aaron Ciammaglichella","ITA","MF","Torino","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Giuseppe Ciocci","ITA","GK","Cagliari","0.1","1","0","1","0","0","0","0","0","0","1","3","2","0","0","0","0","0","1","0"
"Alessandro Circati","AUS","DF","Parma","6.0","301","69","176","119","7","3","0","0","0","123","505","262","1","0","0","4","2","158","0"
"Alphadjo Cissè","ITA","FW,MF","Hellas Verona","0.1","11","0","1","6","4","0","0","0","0","6","15","3","0","0","0","0","0","10","0"
"Patrick Ciurria","ITA","MF,DF","Monza","12.3","542","22","103","241","202","17","12","5","7","306","1380","649","19","10","3","18","14","327","52"
"Saúl Coco","EQG","DF","Torino","31.6","1879","241","863","961","65","17","9","7","2","1135","5790","3043","17","8","0","13","2","1227","3"
"Lorenzo Colombo","ITA","FW,MF","Empoli","24.8","837","18","77","417","355","83","50","24","25","438","2185","856","27","28","10","88","52","547","116"
"Andrea Colpani","ITA","FW,MF","Fiorentina","15.9","609","9","62","251","299","49","27","12","13","395","2413","1094","37","35","13","26","22","449","129"
"Florinel Coman","ROU","FW,MF","Cagliari","2.9","121","2","23","50","50","8","5","2","2","84","472","178","5","8","2","12","6","98","22"
"Pietro Comuzzo","ITA","DF","Fiorentina","23.4","1533","170","730","744","63","9","2","0","2","892","3728","1815","14","11","1","15","4","982","12"
"Francisco Conceição","POR","FW,MF","Juventus","14.9","739","11","87","244","425","92","79","35","37","548","4309","2292","95","32","59","35","22","581","143"
"Diego Coppola","ITA","DF","Hellas Verona","32.5","1576","185","839","708","40","23","5","1","4","749","3707","1419","4","4","0","10","5","793","3"
"Maxwel Cornet","CIV","FW,MF","Genoa","2.7","97","2","11","42","45","13","9","3","5","54","307","154","8","7","5","5","3","72","26"
"Joaquín Correa","ARG","FW,MF","Inter","8.1","438","5","40","216","188","39","10","6","4","295","1432","680","22","17","4","13","5","353","45"
"Alberto costa","POR","DF","Juventus","4.0","276","13","81","113","85","14","11","4","6","148","692","407","8","6","3","9","0","170","25"
"Lassana Coulibaly","MLI","MF","Lecce","29.6","1229","86","311","748","185","19","38","18","13","623","3338","1229","21","18","3","33","19","714","49"
"Woyo Coulibaly","MLI","DF","Parma","12.0","706","34","213","388","110","12","17","8","8","404","2492","1389","36","15","9","19","11","439","23"
"Bryan Cristante","ITA","MF","Roma","22.7","1497","57","261","981","263","41","14","6","6","833","4194","2060","25","30","2","23","13","1057","41"
"Domen Črnigoj","SVN","MF","Venezia","1.5","76","3","13","40","23","3","1","0","1","36","199","116","4","2","0","7","1","47","6"
"Juan Cuadrado","COL","DF,MF","Atalanta","9.2","722","15","117","277","332","40","40","17","12","462","2411","1511","41","43","15","14","10","509","90"
"Patrick Cutrone","ITA","FW","Como","22.7","692","5","28","281","388","119","24","9","12","445","2251","1067","53","16","26","62","26","508","155"
"Wylan Cyprien","FRA","MF","Parma","0.3","28","2","8","11","9","1","0","0","0","11","46","33","1","1","1","0","0","15","0"
"Danilo D'Ambrosio","ITA","DF","Monza","12.2","776","126","400","296","84","19","7","2","5","443","1697","803","10","6","1","15","1","476","16"
"Lucas Da Cunha","FRA","MF","Como","29.0","1929","54","377","1031","528","40","30","12","17","1200","6198","3078","63","52","13","20","16","1382","85"
"Samuel Dahl","SWE","DF,MF","Roma","0.5","37","0","3","16","18","0","1","0","1","21","117","35","1","2","0","1","0","25","4"
"Thijs Dallinga","NED","FW","Bologna","12.8","439","15","28","199","214","65","11","2","9","243","1033","213","9","6","8","42","22","343","84"
"Maat Daniel Caprini","ITA","FW","Fiorentina","0.1","13","0","1","6","6","0","2","0","1","5","35","6","0","0","0","3","1","6","3"
"Flavius Daniliuc","AUT","DF","Hellas Verona","11.2","538","36","211","278","56","10","7","4","3","285","1302","671","8","4","0","7","4","306","8"
"Danilo","BRA","DF","Juventus","6.5","625","43","209","350","70","4","0","0","0","381","2018","1136","16","9","2","4","2","476","7"
"Matteo Darmian","ITA","DF","Inter","19.8","1144","53","361","501","286","33","9","4","4","593","1976","864","14","11","9","15","6","787","102"
"Juan David Cabal","COL","DF","Juventus","5.1","401","13","135","220","52","3","7","4","0","242","1342","774","14","11","0","6","4","285","19"
"Keinan Davis","ENG","FW","Udinese","11.8","404","5","19","195","194","67","35","17","18","231","1575","605","26","12","16","33","25","325","77"
"Paweł Dawidowicz","POL","DF,MF","Hellas Verona","20.5","982","93","398","528","59","10","4","2","1","457","2250","1229","10","7","0","7","3","547","3"
"Charles De Ketelaere","BEL","MF,FW","Atalanta","23.0","1238","10","75","530","657","135","95","43","45","832","5658","3023","108","75","41","52","50","1008","211"
"Mattia De Sciglio","ITA","DF","Empoli","8.5","394","35","165","187","44","9","4","1","2","161","719","257","4","3","0","5","4","191","7"
"Lorenzo De Silvestri","ITA","DF","Bologna","11.8","657","31","198","318","142","11","5","1","4","313","1164","444","4","7","0","7","2","380","30"
"Koni De Winter","BEL","DF","Genoa","23.7","1551","161","801","659","105","34","17","6","11","807","4302","1986","10","6","0","17","8","938","10"
"Alessandro Deiola","ITA","MF","Cagliari","15.9","686","49","189","352","152","20","4","3","1","332","1201","553","11","4","1","15","11","398","36"
"Enrico Del Prato","ITA","DF","Parma","32.7","1830","228","826","785","225","32","4","2","1","1006","3835","1880","8","10","3","12","3","1078","31"
"Fisayo Dele-Bashiru","NGA","MF,FW","Lazio","10.5","436","12","60","229","151","29","22","14","6","257","1534","704","23","11","11","16","17","335","57"
"Ali Dembélé","FRA","DF","Torino","4.3","222","13","71","88","64","11","6","2","3","101","449","226","8","3","3","9","5","115","8"
"Michele Di Gregorio","ITA","GK","Juventus","33.0","1046","866","1036","11","0","0","0","0","0","672","3631","2211","0","0","0","0","0","587","0"
"Giovanni Di Lorenzo","ITA","DF","Napoli","37.0","2541","116","681","1222","647","67","31","4","19","1202","5034","2675","50","31","6","28","14","1701","163"
"Boulaye Dia","SEN","MF,FW","Lazio","24.2","802","19","85","436","293","94","42","17","22","452","2314","820","23","14","9","33","34","618","114"
"Assane Diao","SEN","FW,MF","Como","13.9","523","16","65","191","273","58","72","19","35","376","2757","1349","50","33","27","50","38","396","116"
"Federico Dimarco","ITA","DF,FW","Inter","23.8","1475","34","270","546","675","90","10","4","6","789","3200","1822","47","35","13","18","10","1007","232"
"Berat Djimsiti","ALB","DF","Atalanta","29.3","2023","143","844","961","224","45","4","1","1","1097","6008","3235","32","34","2","10","1","1323","42"
"Dodô","BRA","DF","Fiorentina","33.6","2083","74","579","929","606","66","113","52","46","1278","8621","4996","143","84","34","73","26","1311","193"
"Benjamín Domínguez","ARG","FW","Bologna","14.2","555","6","34","200","335","55","74","28","41","396","2428","1263","50","26","23","45","33","420","123"
"Patrick Dorgu","DEN","DF,FW","Lecce","20.4","1011","56","255","445","332","50","44","13","25","557","3684","1871","68","40","20","37","37","658","117"
"Alberto Dossena","ITA","DF","Como","20.3","1220","173","677","517","31","20","6","4","2","693","2716","1465","4","1","0","8","3","776","1"
"Issa Doumbia","ITA","MF","Venezia","10.4","401","15","87","202","120","16","16","11","3","219","1112","584","12","11","3","25","18","242","29"
"Anastasios Douvikas","GRE","FW","Como","6.4","182","2","13","73","99","34","9","5","4","113","498","174","8","8","8","25","12","134","36"
"Artem Dovbyk","UKR","FW","Roma","26.9","654","15","29","261","365","145","18","7","11","355","1332","447","24","10","14","79","33","504","175"
"Ondrej Duda","SVK","MF","Hellas Verona","26.6","1467","73","302","876","309","5","42","25","12","711","3602","1424","23","26","2","53","22","789","26"
"Denzel Dumfries","NED","DF,FW","Inter","20.7","1047","35","182","423","457","95","45","13","28","534","2737","1311","55","27","15","27","14","665","173"
"Alfred Duncan","GHA","MF","Venezia","10.6","587","15","93","360","142","6","22","13","8","311","1468","676","11","14","0","14","14","381","12"
"Paulo Dybala","ARG","FW,MF","Roma","15.7","909","6","67","415","439","75","43","11","17","595","3180","1472","41","42","17","40","28","709","122"
"Enzo Ebosse","CMR","DF","Udinese","1.0","61","8","18","38","5","0","1","1","0","34","136","48","0","0","0","1","0","37","0"
"Tyronne Ebuehi","NGA","DF,MF","Empoli","0.8","59","1","5","30","24","3","1","1","0","20","93","45","3","0","2","3","2","19","3"
"Éderson","BRA","MF","Atalanta","32.0","2308","63","490","1273","572","56","52","23","26","1490","7017","3366","40","57","12","44","41","1702","79"
"Kingsley Ehizibue","NED","DF","Udinese","27.8","1272","81","381","520","386","35","30","12","15","576","2970","1506","54","36","9","29","21","629","116"
"Jeff Ekhator","ITA","FW,MF","Genoa","8.5","254","9","34","96","130","26","13","4","6","130","631","163","4","5","5","34","9","170","51"
"Jurgen Ekkelenkamp","NED","MF","Udinese","21.0","868","29","148","445","287","39","30","10","17","457","2429","1209","34","28","5","23","7","560","86"
"Emmanuel Ekong","SWE","MF,FW","Empoli","2.1","84","0","11","29","46","6","20","7","11","50","455","215","8","2","5","8","9","65","19"
"Caleb Ekuban","GHA","FW","Genoa","6.2","174","6","18","70","89","26","10","3","7","97","487","217","7","4","4","17","12","125","42"
"Mikael Ellertsson","ISL","DF,MF","Venezia","27.4","938","59","263","365","323","51","42","16","21","460","2324","1153","33","21","10","48","19","518","92"
"Elif Elmas","MKD","FW,MF","Torino","11.3","444","5","44","187","220","38","38","13","20","303","2280","1175","42","28","14","22","10","324","58"
"Emerson","BRA","DF","Milan","15.3","1102","56","312","526","271","22","18","7","9","584","2423","1228","23","19","3","18","10","710","71"
"Yannik Engelhardt","GER","MF,DF","Como","12.9","836","42","204","510","130","16","15","9","3","525","2734","1250","18","13","2","22","7","553","18"
"Martin Erlic","CRO","DF","Bologna","3.7","268","22","102","153","13","7","1","0","0","179","832","465","4","1","0","2","0","201","1"
"Sebastiano Esposito","ITA","FW,MF","Empoli","25.9","1081","11","85","532","480","95","67","29","31","565","2356","1092","31","26","11","88","50","712","106"
"Estanis","ESP","FW","Bologna","0.1","13","0","0","1","12","6","3","2","1","5","39","20","1","0","1","0","0","6","1"
"Nahuel Estévez","ARG","MF","Parma","7.3","379","33","107","208","66","2","3","3","0","148","463","188","3","0","0","3","4","199","4"
"Giovanni Fabbian","ITA","MF","Bologna","11.4","328","5","41","153","142","47","16","2","9","198","1292","356","14","6","5","30","18","236","43"
"Alieu Fadera","GAM","FW,DF","Como","18.3","844","16","148","326","391","60","68","26","34","544","3868","2239","74","34","32","41","33","533","160"
"Nicolò Fagioli","ITA","MF","Fiorentina","10.7","713","22","146","391","185","8","22","10","9","480","2460","1004","15","27","0","17","12","527","19"
"Nicolò Fagioli","ITA","MF","Juventus","6.3","470","11","77","283","112","10","3","2","1","311","2051","1035","19","22","2","11","2","387","18"
"Wladimiro Falcone","ITA","GK","Lecce","38.0","1321","1174","1315","6","0","0","0","0","0","727","3904","2291","0","0","0","1","0","585","0"
"Davide Faraoni","ITA","DF","Hellas Verona","2.9","136","15","47","47","43","4","1","0","1","55","232","106","2","1","0","3","0","66","13"
"Jacopo Fazzini","ITA","MF","Empoli","15.4","639","14","93","298","260","43","48","23","19","364","2344","1117","34","25","15","39","33","426","88"
"Mattia Felici","ITA","MF,FW","Cagliari","10.3","422","13","76","151","202","37","57","19","30","259","1802","962","39","18","19","26","10","280","75"
"João Félix","POR","MF","Milan","8.4","408","8","52","191","169","43","35","15","15","275","1606","716","20","24","12","16","9","329","56"
"Lewis Ferguson","SCO","MF","Bologna","10.9","748","13","91","469","193","18","9","5","2","471","2769","1173","20","21","2","13","10","527","26"
"Daniel Fila","CZE","FW","Venezia","5.5","147","5","12","68","68","19","4","2","1","82","372","121","5","6","1","16","14","102","30"
"Alessandro Florenzi","ITA","FW","Milan","0.1","4","0","1","1","2","0","0","0","0","4","8","2","0","0","0","0","0","4","0"
"Youssouf Fofana","FRA","MF","Milan","27.8","1655","35","328","1093","258","21","31","14","17","986","5773","3150","44","49","5","30","20","1221","32"
"Michael Folorunsho","ITA","FW,MF","Fiorentina","7.2","342","6","71","164","113","16","18","9","6","190","1030","429","13","5","5","12","9","213","33"
"Michael Folorunsho","ITA","FW,MF","Napoli","0.4","26","0","3","17","7","1","3","0","3","6","57","10","0","0","0","2","0","13","2"
"Omari Forson","ENG","MF,FW","Monza","2.5","140","0","15","57","69","2","9","6","2","103","787","426","14","14","1","8","6","111","18"
"Davide Frattesi","ITA","MF","Inter","12.9","499","20","96","261","152","44","18","7","7","296","1650","858","23","15","7","20","4","345","50"
"Morten Frendrup","DEN","MF","Genoa","34.5","1647","84","424","939","303","22","24","10","11","737","3540","1548","24","20","5","41","24","876","29"
"Martin Frese","DEN","DF","Hellas Verona","6.1","320","19","104","158","59","4","2","0","0","153","674","390","7","6","0","4","0","174","12"
"Remo Freuler","SUI","MF","Bologna","35.6","2245","67","394","1419","448","32","13","5","7","1216","5508","2556","39","44","1","32","14","1506","56"
"Matteo Gabbia","ITA","DF","Milan","23.9","1635","188","837","759","41","21","1","1","0","1023","4706","2481","13","5","0","5","1","1214","2"
"Tommaso Gabellini","ITA","FW","Torino","0.1","4","0","0","1","3","0","0","0","0","4","37","37","1","1","0","0","0","3","0"
"Tiago Gabriel","POR","DF","Lecce","1.1","56","9","33","23","0","0","0","0","0","31","121","56","0","0","0","0","0","32","0"
"Alessandro Gabrielloni","ITA","FW,MF","Como","1.6","64","3","5","25","36","7","0","0","0","43","247","128","5","2","1","2","3","44","13"
"Gianluca Gaetano","ITA","MF,FW","Cagliari","11.2","490","10","44","225","224","43","27","14","13","297","1318","435","11","15","7","31","16","356","82"
"Roberto Gagliardini","ITA","MF,DF","Monza","2.0","141","7","30","102","10","1","2","1","1","101","567","280","5","1","0","4","4","106","3"
"Antonino Gallo","ITA","DF","Lecce","29.0","1587","116","577","638","386","15","29","13","11","662","3630","1973","57","39","5","37","14","735","110"
"Silvère Ganvoula M'Boussy","CGO","FW","Monza","3.6","103","4","7","61","36","11","8","2","5","73","325","84","3","4","3","18","8","83","21"
"Federico Gatti","ITA","DF","Juventus","24.4","1687","170","788","851","63","27","13","7","5","1165","7650","4081","24","14","1","12","8","1290","6"
"David de Gea","ESP","GK","Fiorentina","34.0","1207","1055","1204","3","0","0","0","0","0","675","3252","1943","0","0","0","0","0","583","0"
"Valentin Gendrey","FRA","DF","Lecce","2.0","69","3","16","38","15","3","0","0","0","32","254","144","7","4","0","1","0","39","4"
"Daniele Ghilardi","ITA","DF","Hellas Verona","22.5","1070","118","479","529","67","18","9","2","2","529","2685","1318","16","16","1","9","2","606","7"
"Lautaro Gianetti","ARG","DF","Udinese","9.8","499","104","288","195","18","8","2","0","2","207","860","266","0","1","1","2","0","256","3"
"Samuel Gigot","FRA","DF","Lazio","7.6","391","54","186","185","22","8","2","1","1","205","851","467","7","3","0","4","1","258","5"
"Mario Gila","ESP","DF","Lazio","30.5","2339","241","976","1249","133","28","15","4","8","1477","8485","4757","48","37","0","17","7","1673","12"
"Billy Gilmour","SCO","MF","Napoli","13.1","1006","43","263","587","157","5","10","5","4","540","2182","991","11","12","0","11","5","782","18"
"Santiago Giménez","MEX","FW","Milan","7.4","189","13","24","71","97","37","19","7","12","101","526","282","13","5","5","22","2","121","38"
"Gvidas Gineitis","LTU","MF","Torino","15.9","715","36","145","327","250","24","17","8","6","388","1722","826","15","10","4","25","10","427","43"
"Ben Godfrey","ENG","DF","Atalanta","0.3","12","0","2","9","1","1","0","0","0","6","11","2","0","0","0","1","0","8","1"
"Saba Goglichidze","GEO","DF","Empoli","28.2","1200","108","607","550","59","13","10","4","4","564","2689","1198","12","13","2","19","5","663","9"
